cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,query,papers,citations,years,cites_year,cites_paper,cites_author,papers_author,authors_paper,h_index,g_index,hc_index,h_i_index,h_i_norm,awcr,aw_index,awc_rp_a,e_index,hm_index,cites_author_year,h_i_annual,h_coverage,g_coverage,star_count,year_first,year_last,acc1,acc2,acc5,acc20,h_a,tool_name,study_id,double_code,topic_cat,tool_use_type
0,MB Stevenson,Overview and opportunities: transit planning in the Atlanta region,2024,,repositories.lib.utexas.edu,https://repositories.lib.utexas.edu/items/18ba6a4f-60aa-4e17-b15c-ee7fe12a93a7,,237,2025-09-15,,,0,0,0,1,1,"… In the AtlantaSandy Springs-Roswell, GA Metropolitan Statistical Area (MSA), there were 6,103,261 people reported as residents in 2020, increasing to 6,222,196 people in 2022.There …",https://repositories.lib.utexas.edu/bitstreams/7ca1c941-9e37-4c53-ae0e-b12328d2229d/download,https://scholar.google.com/scholar?q=related:eXoZRYylon0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,465,TRUE,NA,NA
0,"H Lee, YC Huang",Effects of Environmental Factors on Pulmonary Hypertension in Patients With COPD,2025,American Journal of Respiratory and Critical …,atsjournals.org,https://www.atsjournals.org/doi/abs/10.1164/ajrccm.2025.211.Abstracts.A6172,,25,2025-09-15,,10.1164/ajrccm.2025.211.Abstracts.A6172,0,0,0,2,1,"… patients (≥18 years) with a diagnosis of COPD (ICD-10:J44) and moderate hypoxia (SpO2 <89% during 6 min walk test)(J96.11) between January 1, 2013, and December 31, 2022. …",,https://scholar.google.com/scholar?q=related:3twWDvEJg5AJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,774,TRUE,NA,NA
0,"K Brouhle, N Devaraj",Unequal exposure: An inclusive approach to teaching environmental justice,2024,The Journal of Economic Education,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/00220485.2024.2382187,,326,2025-09-15,,10.1080/00220485.2024.2382187,0,0,0,2,1,"… An in-class student exercise and set of instructions for the EPA’s EJ Screen are available in … Utilizing the EJ Screen tool, consider the map in figure 1 that shows the present-day location …",https://scholar.valpo.edu/cgi/viewcontent.cgi?article=1052&context=econ_fac_pub,https://scholar.google.com/scholar?q=related:S5G3lVx0lysJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,369,TRUE,NA,NA
0,"M Fry, L Oliver",Assessing Community Vulnerabilities to Potential Contaminant Releases from Extreme Events,2024,Presentation to Texas A&M University Graduate …,epa.gov,https://www.epa.gov/system/files/documents/2024-10/508-compliant-tr-webinar_extreme-events.pdf,,499,2025-09-15,PDF,,0,0,0,2,1,1. Count of sites/facilities in a floodplain [100-year and 500-year] 2. Shortest distance upstream to a site/facility 3. Count of sites/facilities within a specific hydrologic distance of a …,https://www.epa.gov/system/files/documents/2024-10/508-compliant-tr-webinar_extreme-events.pdf,https://scholar.google.com/scholar?q=related:_UuUBlEphZoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,440,TRUE,NA,NA
0,B Terry,"Seasonal and Spatial Variations of Nitrogen Oxides, Sulfur Dioxide, Ozone, and Ammonia in the Greater Philadelphia Area With the Application of a Land Use …",2023,,search.proquest.com,https://search.proquest.com/openview/9845a1f6fbbeac968fb2b6709386686a/1?pq-origsite=gscholar&cbl=18750&diss=y,,516,2025-09-15,,,0,0,0,1,2,"Air pollution can have deleterious impacts on human health and the environment. In this study, I assessed three criteria air pollutants nitrogen dioxide (NO 2), sulfur dioxide (SO 2), and …",,https://scholar.google.com/scholar?q=related:jGJPTlE8YpYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,121,TRUE,NA,NA
0,"GR Program, J Cohen, S Wollek, ...",Addressing Critical Data Gaps in Human Health and Community Resilience in the Gulf Region,2023,… and Resilience in the …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/books/NBK600402/,,481,2025-09-15,HTML,,0,0,0,4,2,"Consistent and high-quality data, both specific to and across communities, are critical to assessing and making progress toward improving health and community resilience. In this …",https://www.ncbi.nlm.nih.gov/books/NBK600402/,https://scholar.google.com/scholar?q=related:buwgz6kZA4gJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,256,TRUE,NA,NA
0,"J Kondziolka, A Lewis, B Hensel, A Bittner",Corrective Action Sustainability-Holistic Decision Support Tool. pdf,NA,uknowledge.uky.edu,,https://uknowledge.uky.edu/woca/woca2024/day1/111/,,494,2025-09-15,,,0,0,0,4,NA,Corrective Action Sustainability: Holistic Decision Support Tool Authors Mr. John Kondziolka-United States-Gradient Ms. Ari Lewis-United States-Gradient Mr. Bruce Hensel-United …,https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=2680&context=woca,https://scholar.google.com/scholar?q=related:Iu9f1EZ1Oq8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,314,TRUE,NA,NA
0,"J Beckerman, A Cody, M Banks, A Brown, B Choquette, ...",Reimagining East Bend: Building a Stronger Community in the Heart of Oregon,2024,,scholarsbank.uoregon.edu,https://scholarsbank.uoregon.edu/server/api/core/bitstreams/c8256221-0009-4185-8765-414eda0fbc2f/content,,667,2025-09-15,PDF,,0,0,0,6,1,… The City of Bend conducted a CFA Study in 2022 to identify potential neighborhoods to meet the CFEC goals and designate them as future project sites for CFA investment. The study …,https://scholarsbank.uoregon.edu/server/api/core/bitstreams/c8256221-0009-4185-8765-414eda0fbc2f/content,https://scholar.google.com/scholar?q=related:kIoggZqjECAJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,295,TRUE,NA,NA
1,"S Amiri, JM Bryant, DH Farber, O Amram, ...",Pesticide Exposure Estimation across Census Tracts in Washington State: Identifying Vulnerable Areas and Populations,2025,Environmental Health …,ehp.niehs.nih.gov,https://ehp.niehs.nih.gov/doi/abs/10.1289/EHP15686,https://scholar.google.com/scholar?cites=648994439118589716&as_sdt=2005&sciodt=2007&hl=en,48,2025-09-15,,10.1289/EHP15686,1,1,0,5,1,"Introduction: Disparities in exposure to and harm associated with pesticides are established. However, high resolution spatial data on exposure to pesticides are lacking. Purpose: To …",https://ehp.niehs.nih.gov/doi/pdf/10.1289/EHP15686,https://scholar.google.com/scholar?q=related:FA_e_ACxAQkJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,868,TRUE,NA,NA
0,"J Ciabotti, Q Kelly, E Lauderdale, K Lohse, S Weyer, ...",Trails as Resilient Infrastructure Guidebook,2023,,rosap.ntl.bts.gov,https://rosap.ntl.bts.gov/view/dot/72930,,523,2025-09-15,,,0,0,0,6,2,"This guidebook demonstrates how trails are part of resilient transportation infrastructure, how trails can be planned and designed to be resilient and sustainable, and how trails have a …",https://rosap.ntl.bts.gov/view/dot/72930/dot_72930_DS1.pdf,https://scholar.google.com/scholar?q=related:FARiaNrUR0MJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,301,TRUE,NA,NA
1,N Syazsa,"Designing an Eco-Resilience Community in Brentwood, Washington DC",2023,,scholarscompass.vcu.edu,https://scholarscompass.vcu.edu/murp_capstone/66/,https://scholar.google.com/scholar?cites=8037603292268101202&as_sdt=2005&sciodt=2007&hl=en,305,2025-09-15,,,1,0.5,1,1,2,"… To identify the vulnerable populations, data is collected and analyzed from the Environmental Justice Screening and Mapping tool (“EJScreen”) developed by the Environmental …",https://scholarscompass.vcu.edu/cgi/viewcontent.cgi?article=1070&context=murp_capstone/,https://scholar.google.com/scholar?q=related:Un4m-ZtNi28J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,503,TRUE,NA,NA
0,"J Taminiau, J Byrne, D Grover, ...",The Social Geography of the Solar Renewable Energy Credits (SREC) Market,2023,"Taminiau, J., Byrne, J …",papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4749039,,148,2025-09-15,,,0,0,0,4,2,"… For instance, annual capacity additions in 2021 and 2022 … /year in 2018 to over 6 MW/year in 2022. In total, we find that the … , as defined by the 8 EJSCREEN bins) communities have not …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4749039,https://scholar.google.com/scholar?q=related:QVREw4oB7QwJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,331,TRUE,NA,NA
0,"M Bechstein, N Hennessy, M Murray",2024 Climate Action and Resiliency Improvement Plan,2024,,researchgate.net,https://www.researchgate.net/profile/James-Evans-19/publication/382387611_City_of_Bowling_Green_Ohio_2024_Climate_Action_and_Resiliency_Improvement_Plan/links/66b2422c2361f42f23b8d926/City-of-Bowling-Green-Ohio-2024-Climate-Action-and-Resiliency-Improvement-Plan.pdf,,633,2025-09-15,PDF,,0,0,0,3,1,"… The Climate Action Planning Committee (CAP committee) was formed and first met in August 2022, with the goal of submitting a Climate Action and Resiliency Improvement Plan …",https://www.researchgate.net/profile/James-Evans-19/publication/382387611_City_of_Bowling_Green_Ohio_2024_Climate_Action_and_Resiliency_Improvement_Plan/links/66b2422c2361f42f23b8d926/City-of-Bowling-Green-Ohio-2024-Climate-Action-and-Resiliency-Improvement-Plan.pdf,https://scholar.google.com/scholar?q=related:85BNmpkou6AJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,429,TRUE,NA,NA
0,RT DeAngelis,Structural Racism and Black-White Disparities in the United States,2023,,search.proquest.com,https://search.proquest.com/openview/8f7c35eb3c4d29d69012730c584fe3e5/1?pq-origsite=gscholar&cbl=18750&diss=y,,597,2025-09-15,,,0,0,0,1,2,"… Fourth, I would like to thank attendees at the 2022 annual PAA meetings, especially Michael … On a more personal note, the year 2022 proved to be very difficult for a variety of reasons. I …",https://cdr.lib.unc.edu/downloads/b27745856,https://scholar.google.com/scholar?q=related:TIdwBkiu-O8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,580,TRUE,NA,NA
0,"R Lin, L Ma, T Phan",Race and Concern for the Environment,2024,Land Economics,le.uwpress.org,https://le.uwpress.org/content/100/4/606.abstract,,485,2025-09-15,,,0,0,0,3,1,We use survey data to document a strong heterogeneity in stated degrees of concern about environmental problems across racial groups. Minorities are significantly more worried about …,https://scholar.archive.org/work/ybi5m6kd6vfctkt2g4zgqzj5mi/access/wayback/https://le.uwpress.org/content/wple/early/2024/04/15/le.100.4.112723-0125R.full.pdf,https://scholar.google.com/scholar?q=related:zuFOM5-JvIIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,557,TRUE,NA,NA
7,"N Mohamadiazar, A Ebrahimian, ...",Equitable prioritization of bridge rehabilitation projects using a spatial multi-criteria decision support framework,2024,Transportation …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/03611981241254110,https://scholar.google.com/scholar?cites=6061024987149839055&as_sdt=2005&sciodt=2007&hl=en,447,2025-09-15,,10.1177/03611981241254110,7,7,2,3,1,"… flood events posted on Twitter, were extracted from the Institute for Environmental Studies (IVM) reports (https://www.globalfloodmonitor.org/) for a period of six years from 2016 to 2022. …",,https://scholar.google.com/scholar?q=related:zyrV9RwWHVQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,500,TRUE,NA,NA
0,D Peak,vjel. vermontlaw. edu,2024,vjel,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/vermenl26&section=3,,570,2025-09-15,,,0,0,0,1,1,"… The 2022 VAWA reauthorization restores even greater jurisdiction to tribal courts,64 but significant limitations remain. This complex and shifting area of the law creates uncertainty over …",,https://scholar.google.com/scholar?q=related:tkt4tDXyQdAJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,182,TRUE,NA,NA
0,VG Rogers,Assessing the Impact of the Climate Pollution Reduction Grant on Methane Emission Strategies in Environmental Policy and Industry Response,2024,,scholarworks.calstate.edu,https://scholarworks.calstate.edu/downloads/sj1399209,,572,2025-09-15,PDF,,0,0,0,1,1,"… Act (IRA), signed into law by President Biden in 2022, underscores a commitment to combat … applications, CEJST Census tract IDs or EPA’s EJScreen census block group IDs, team …",https://scholarworks.calstate.edu/downloads/sj1399209,https://scholar.google.com/scholar?q=related:jA-kvD9G4BcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,671,TRUE,NA,NA
0,"KY Chang, YC Lee, CY Chang, CC Li, ...",Impact of Neighborhood Social Disparity on COPD Prevalence in the US,2025,American Journal of …,atsjournals.org,https://www.atsjournals.org/doi/abs/10.1164/ajrccm.2025.211.Abstracts.A3251,NA,37,2025-09-15,NA,10.1164/ajrccm.2025.211.Abstracts.A3251,0,0,0,5,1,"… were obtained from the 2024 CDC PLACES dataset, which … , EJI, SDI, and HOLC grade. These findings reveal the considerable impact of social determinants of health, environmental …",NA,https://scholar.google.com/scholar?q=related:IYGT6bH__boJ:scholar.google.com/&scioq=%22environmental+justice+index%22%7C%22cdc+environmental+justice+index%22%7C%22atsdr+environmental+justice+index%22%7C%22cdc+eji%22%7C%22environmental+justice+composite+index+cdc%22%7C%22eji+2022%22%7C%22eji+2024+update%22%7C%22environmental+justice+health+index%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,eji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Environmental Justice Index (EJI),1802,TRUE,NA,NA
1,"KC Ashad-Bishop, D Wiese, JAB Bispo, ...",Social-Environmental Injustice and Cancer Screening Prevalence,2024,JAMA network …,jamanetwork.com,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2823523,https://scholar.google.com/scholar?cites=6424287031855246106&as_sdt=2005&sciodt=2007&hl=en,50,2025-09-15,NA,NA,1,1,0,4,1,"… SEI hot spots, determined according to the Environmental Justice Index from the US … Control and Prevention Environmental Justice Index (EJI). The construction of the EJI has been …",https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2823523,https://scholar.google.com/scholar?q=related:GmvhpASnJ1kJ:scholar.google.com/&scioq=%22environmental+justice+index%22%7C%22cdc+environmental+justice+index%22%7C%22atsdr+environmental+justice+index%22%7C%22cdc+eji%22%7C%22environmental+justice+composite+index+cdc%22%7C%22eji+2022%22%7C%22eji+2024+update%22%7C%22environmental+justice+health+index%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,eji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Environmental Justice Index (EJI),1799,TRUE,NA,NA
0,A Barry,America's Next Top EJ Model: Assessing the Role of Food Access in Environmental Justice Models,2024,NA,digitalcommons.unl.edu,https://digitalcommons.unl.edu/envstudtheses/376/,NA,1,2025-09-15,NA,NA,0,0,0,1,1,… New Model of the CDC and ASTDR’s Environmental Justice Index with the addition of percent ranked food access values calculated from the USDA’s Food Access Research Atlas. EJI …,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1374&context=envstudtheses,https://scholar.google.com/scholar?q=related:4h02iuJqSk8J:scholar.google.com/&scioq=%22environmental+justice+index%22%7C%22cdc+environmental+justice+index%22%7C%22atsdr+environmental+justice+index%22%7C%22cdc+eji%22%7C%22environmental+justice+composite+index+cdc%22%7C%22eji+2022%22%7C%22eji+2024+update%22%7C%22environmental+justice+health+index%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,eji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Environmental Justice Index (EJI),1753,TRUE,NA,NA
0,"WM Oslock, BA Jones, NC English, R Vilcassim, ...",Ambient Air Pollution and Thoracic Surgery Outcomes: Assessing the Impact of Particulate Matter,2025,The Annals of Thoracic …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0003497525003728,NA,57,2025-09-15,NA,NA,0,0,0,5,1,… 2009-2022 was linked to the Environmental Justice Index (EJI). Adult patients who underwent an … in diameter (PM2.5) from the EJI. Outcomes included complications and readmission. …,NA,https://scholar.google.com/scholar?q=related:hKHXb_DK6noJ:scholar.google.com/&scioq=%22environmental+justice+index%22%7C%22cdc+environmental+justice+index%22%7C%22atsdr+environmental+justice+index%22%7C%22cdc+eji%22%7C%22environmental+justice+composite+index+cdc%22%7C%22eji+2022%22%7C%22eji+2024+update%22%7C%22environmental+justice+health+index%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,eji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Environmental Justice Index (EJI),1857,TRUE,NA,NA
