cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type
0,"M R. Greenberg, D Schneider",Method: Apportioning Temporal Changes in Environmental And Social Justice Metrics by Geographical Layers,2025,Environmental Justice,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2024.0012,,40,2025-09-15,,10.1089/env.2024.0012,0,0,0,2,1,This article sets forth and illustrates a method to separate temporal changes in environmental and social justice indicators in local areas from influences at larger scales. It identifies …,,https://scholar.google.com/scholar?q=related:bRWG_a6X2pkJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1171,TRUE,NA,NA
0,MC Mena,"Austin, Texas 78711-3087 RE: Public Comments Concerning the Texas Commission on Environmental Quality's Quadrennial Review of its Chapter 106 Permit …",2023,,airalliancehouston.org,https://airalliancehouston.org/wp-content/uploads/2023/05/20230314-Final-PBR-Quadrennial-Review-Comments-Bundle.pdf,,528,2025-09-15,PDF,,0,0,0,1,2,"… 2021 and 82 in FY 2022. Standard Permits without … 2022. After that comes minor amendments to Chapter 116 NSR permits, with 623 applications processed in 2021 and 616 in FY 2022…",https://airalliancehouston.org/wp-content/uploads/2023/05/20230314-Final-PBR-Quadrennial-Review-Comments-Bundle.pdf,https://scholar.google.com/scholar?q=related:L33mc8qT9u4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,808,TRUE,NA,NA
0,"N Garrett, S Manning",Elevating Equity in Public Engagement,2024,,docs.lib.purdue.edu,https://docs.lib.purdue.edu/roadschool/2024/presentations/69/,,581,2025-09-15,,,0,0,0,2,1,"Public engagement is the foundation of our work. For engagement to be meaningful and equitable, agencies must meet people where they are and connect with them using tools and …",https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=4773&context=roadschool,https://scholar.google.com/scholar?q=related:P5EFqrVK4wcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,835,TRUE,NA,NA
7,"KR Clifford, JB Goolsby, AE Cravens, AE Cooper",Rapidly assessing social characteristics of drought preparedness and decision making: A guide for practitioners,2022,,pubs.usgs.gov,https://pubs.usgs.gov/publication/tm17A1,https://scholar.google.com/scholar?cites=16407881530704173491&as_sdt=2005&sciodt=2007&hl=en,155,2025-09-15,,,7,2.33,2,4,3,"This guide is intended to provide managers, decision makers, and other practitioners with advice on conducting a rapid assessment of the social dimensions of drought. Findings from a …",https://pubs.usgs.gov/tm/17/a1/tm17a1.pdf,https://scholar.google.com/scholar?q=related:s5lQylGBtOMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,222,TRUE,NA,NA
12,"K Schroeder, L Dumenci, DB Sarwer, JG Noll, ...",The intersection of neighborhood environment and adverse childhood experiences: methods for creation of a neighborhood ACEs index,2022,International journal of …,mdpi.com,https://www.mdpi.com/1660-4601/19/13/7819,https://scholar.google.com/scholar?cites=12081118719883405062&as_sdt=2005&sciodt=2007&hl=en,201,2025-09-15,HTML,,12,4,2,5,3,"This study evaluated methods for creating a neighborhood adverse childhood experiences (ACEs) index, a composite measure that captures the association between neighborhood …",https://www.mdpi.com/1660-4601/19/13/7819,https://scholar.google.com/scholar?q=related:Buf4m3fBqKcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,209,TRUE,NA,NA
7,"M Meenar, J Pánek, J Kitson, A York",Mapping the emotional landscapes of parks in post-industrial communities enduring environmental injustices: Potential implications for biophilic city planning,2025,Cities,Elsevier,https://www.sciencedirect.com/science/article/pii/S0264275124009065,https://scholar.google.com/scholar?cites=4591856846484208461&as_sdt=2005&sciodt=2007&hl=en,35,2025-09-15,HTML,,7,7,2,4,1,"The conceptual basis for urban greening often lies in the biophilic urbanism paradigm, which emphasizes the importance of people's innate emotional connections to nature for their well…",https://www.sciencedirect.com/science/article/pii/S0264275124009065,https://scholar.google.com/scholar?q=related:TfsiInmNuT8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1169,TRUE,NA,NA
0,C Chung,Restorative Justice in Transportation Planning: Evaluating Equity and Freeway Redress Across Reconnecting Communities Projects in Pasadena and San Diego,2025,,escholarship.org,https://escholarship.org/uc/item/7qs4112p,,168,2025-09-15,,,0,0,0,1,1,"This report evaluates the extent to which federally funded Reconnecting Communities Pilot (RCP) projects align with restorative justice (RJ) principles, focusing on three case studies: …",https://escholarship.org/content/qt7qs4112p/qt7qs4112p.pdf,https://scholar.google.com/scholar?q=related:HXBIwMn0mVMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1082,TRUE,NA,NA
6,"R Winker, A Payton, E Brown, E McDermott, ...",Wildfires and climate justice: future wildfire events predicted to disproportionally impact socioeconomically vulnerable communities in North Carolina,2024,Frontiers in public …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpubh.2024.1339700/full,https://scholar.google.com/scholar?cites=9543474696027875943&as_sdt=2005&sciodt=2007&hl=en,103,2025-09-15,,10.3389/fpubh.2024.1339700,6,6,1,5,1,"… From these data, environmental justice screening (EJScreen) variables, as previously … incorporated as an additional variable alongside the EJScreen indicators. We refer to these eight …",https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1339700/pdf,https://scholar.google.com/scholar?q=related:Z6qrK6w7cYQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,905,TRUE,NA,NA
3,"PRVO Salerno, I Motairek, W Dong, K Nasir, ...",County-level socio-environmental factors associated with stroke mortality in the United States: a cross-sectional study,2024,…,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/00033197241244814,https://scholar.google.com/scholar?cites=13471918385976472885&as_sdt=2005&sciodt=2007&hl=en,86,2025-09-15,,10.1177/00033197241244814,3,3,1,5,1,We used machine learning methods to explore sociodemographic and environmental determinants of health (SEDH) associated with county-level stroke mortality in the USA. We …,,https://scholar.google.com/scholar?q=related:NXUuD2Xe9boJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,878,TRUE,NA,NA
0,"N Beller-Simms, JS Fries, K Heyn, M Hodgins, L Kaatz, ...",Showcasing Leading Practices in Climate Adaptation: Experiences from the Water Sector to Empower Other Sectors and Communities,2022,,repository.library.noaa.gov,https://repository.library.noaa.gov/view/noaa/44402/noaa_44402_DS1.pdf,,232,2025-09-15,PDF,,0,0,0,6,3,"This monograph is the second in a series on the subject of adaptation by the NOAA Climate Program Office, Climate and Societal Interactions, Adaptation Sciences (AdSci) Program. …",https://repository.library.noaa.gov/view/noaa/44402/noaa_44402_DS1.pdf,https://scholar.google.com/scholar?q=related:SFDAPgKJ0GUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,285,TRUE,NA,NA
0,CJ Salley,"Enhancing Access to Emergency Management Efforts: Exposing Disparities, Detecting Needs, and Safeguarding Infrastructure",2023,,repository.gatech.edu,https://repository.gatech.edu/items/916c022b-17b8-4aa2-8776-9693734c16a8,,539,2025-09-15,,,0,0,0,1,2,Natural disasters disrupt various systems and essential services. This leads to vulnerabilities in communities and critical infrastructure that affect millions of people annually and can …,https://repository.gatech.edu/bitstreams/50a5d2f2-a129-4d35-9c37-09e483380d9a/download,https://scholar.google.com/scholar?q=related:pc6jIOkvVncJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,510,TRUE,NA,NA
0,"TR Lookingbill, KP Warren, JC Haley, EG Malcolm, ...",Virginia Heat Watch: Collaboration to assess climate vulnerability at local to regional scales,2025,Urban Climate,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212095524004498,,31,2025-09-15,HTML,,0,0,0,5,1,"Systematic studies of temperature using consistent, field-validated methods are needed to make inter- and intra-urban heat comparisons and to prioritize resources and mitigation …",https://www.sciencedirect.com/science/article/pii/S2212095524004498,https://scholar.google.com/scholar?q=related:5XIc4GGiCnIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1244,TRUE,NA,NA
17,"MV Howarth, AR Eiser",Environmentally mediated health disparities,2023,The American journal of medicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0002934323001079,https://scholar.google.com/scholar?cites=4973490647784108724&as_sdt=2005&sciodt=2007&hl=en,271,2025-09-15,,,17,8.5,9,2,2,We describe important settings where environmental exposure leads to disease disparities. Lead exposure in urban settings disproportionately impacts the urban Black poor. Native …,https://www.amjmed.com/article/S0002-9343(23)00107-9/fulltext,https://scholar.google.com/scholar?q=related:tDLmumRjBUUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,831,TRUE,NA,NA
0,DJ Cathcart,The Green Infrastructure Network: Mapping Hopewell's Social &Natural Assets,2024,,scholarscompass.vcu.edu,https://scholarscompass.vcu.edu/murp_capstone/91/,,295,2025-09-15,,,0,0,0,1,1,"… The CEJST tool is another tool, similar to the EJScreen tool, and it maps vulnerability characteristics spatially at the census tract level, while the EJscreen tool can map vulnerability …",https://scholarscompass.vcu.edu/cgi/viewcontent.cgi?article=1095&context=murp_capstone/,https://scholar.google.com/scholar?q=related:z4_q0zYhdvUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,533,TRUE,NA,NA
0,M McAnulty,"Response to Comments for 2020 BPSOU UAO submittal: Revised Final Multi-Pathway Residential Metals Abatement Program Plan (received January 21, 2021 …",2021,,digitalcommons.mtech.edu,https://digitalcommons.mtech.edu/cgi/viewcontent.cgi?article=1188&context=superfund_silverbowbutte,,339,2025-09-15,PDF,,0,0,0,1,4,… The Program will adopt the use of the EJSCREEN tool to identify potential EJ areas within BPSOU. Properties identified to be within a potential EJ area of BPSOU will be prioritized to …,https://digitalcommons.mtech.edu/cgi/viewcontent.cgi?article=1188&context=superfund_silverbowbutte,https://scholar.google.com/scholar?q=related:OdvOo5thnCsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,268,TRUE,NA,NA
2,H Perls,How Durable Is President Biden's Environmental Justice Agenda?,2024,Human Rights Magazine,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/huri50&section=20,https://scholar.google.com/scholar?cites=16172827431013727597&as_sdt=2005&sciodt=2007&hl=en,409,2025-09-15,,,2,2,2,1,1,"… CAP also found that between 2022 and 2023 alone, more than $60 billion in clean energy … tools, including the CEJST, EPAs updated EJSCREEN, and the Centers for Disease Control …",,https://scholar.google.com/scholar?q=related:bT1Ed9xsceAJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,612,TRUE,NA,NA
20,"J Burger, M Gochfeld, DS Kosson, KG Brown, ...","Combining ecological, eco-cultural, and environmental justice parameters to create Eco-EJ indicators to monitor cultural and environmental justices for diverse …",2022,Environmental …,Springer,https://link.springer.com/article/10.1007/s10661-021-09535-8,https://scholar.google.com/scholar?cites=13896051150210922363&as_sdt=2005&sciodt=2007&hl=en,15,2025-09-15,,10.1007/s10661-021-09535-8,20,6.67,4,5,3,Assessing environmental quality often requires selection of indicators that can be employed over large spatial scales and over long-time periods to assess the health and well-being of …,https://pmc.ncbi.nlm.nih.gov/articles/PMC9488455/pdf/nihms-1833411.pdf,https://scholar.google.com/scholar?q=related:e_f6jOWw2MAJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,169,TRUE,NA,NA
0,F Zamora-Vergara,"Reinforcing Equitable Urban Agriculture in Union City, New Jersey",2023,,search.proquest.com,https://search.proquest.com/openview/940e22c0de8da5047a8543e5b6f5a17d/1?pq-origsite=gscholar&cbl=18750&diss=y,,511,2025-09-15,,,0,0,0,1,2,"… indicators for Union City (EJScreen: Environmental Justice Screening and Mapping Tool, 2023). … The organic waste collection has only operated since April 2022 in Union City, a total of …",,https://scholar.google.com/scholar?q=related:yey2XsEf2KIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,576,TRUE,NA,NA
0,D Reeves,EPA Seeks To Measure EJ Progress But May Need To 'Improve'Authority,2021,Inside EPA's Risk Policy Report,JSTOR,,,274,2025-09-15,CITATION,,0,0,0,1,4,,,https://scholar.google.com/scholar?q=related:M3XVjb2eWPYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,107,TRUE,NA,NA
1,"A Kumar, LN Kuruppuarachchi, ...","An application of EJSCREEN for the examination of environmental justice in metropolitan areas of Ohio, USA",2022,Sustainability Studies …,benthamdirect.com,https://www.benthamdirect.com/content/books/9789815039924.chapter-6,https://scholar.google.com/scholar?cites=3362559874491651920&as_sdt=2005&sciodt=2007&hl=en,5,2025-09-15,,,1,0.33,0,3,3,… This analysis relies on the data generated using the EPA’s EJSCREEN (version 2019) tool. The metropolitan areas are integrated geographic regions comprised of at least one city or …,,https://scholar.google.com/scholar?q=related:UJcO52M2qi4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,40,TRUE,NA,NA
2,"SM Eick, JA Eatman, M Chandler, ...","Reproductive and Social Policies, Sociopolitical Stress, and Implications for Maternal and Child Health Equity",2024,Current environmental …,Springer,https://link.springer.com/article/10.1007/s40572-024-00443-w,https://scholar.google.com/scholar?cites=9819213204781835815&as_sdt=2005&sciodt=2007&hl=en,261,2025-09-15,,10.1007/s40572-024-00443-w,2,2,1,4,1,"… and child health equity, particularly following the 2022 US Supreme Court decision in Dobbs v … Data were obtained from the United States Environmental Protection Agency’s EJScreen, …",https://pmc.ncbi.nlm.nih.gov/articles/PMC11531301/,https://scholar.google.com/scholar?q=related:J6bYpGLaRIgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,967,TRUE,NA,NA
5,CJI Magallanes,Indigenous Environmental Justice: Access to Environmental Justice for Maori,2021,Vt. J. Env't L.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/vermenl22&section=16,https://scholar.google.com/scholar?cites=11362632423206779068&as_sdt=2005&sciodt=2007&hl=en,202,2025-09-15,,,5,1.25,5,1,4,"… 22, 2022) (providing an overview of the role of the EPA's Office of Environmental Justice … A new environmental justice mapping and screening tool, EJSCREEN, was released in 2015.24 …",https://vjel.vermontlaw.edu/irp.cdn-website.com/ee52edf5/files/uploaded/2-Magallanes_final%20for%20pub_23Jan2022.pdf,https://scholar.google.com/scholar?q=related:vHiTsvwtsJ0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,98,TRUE,NA,NA
0,B DuBois,The 2021-22 Southeast New England Program Stewardship Mapping and Assessment Project Report,2023,,research.fs.usda.gov,https://research.fs.usda.gov/sites/default/files/2023-12/wo-snep-stewmap-report_final.pdf,,368,2025-09-15,PDF,,0,0,0,1,2,"In this technical report, we describe the outcomes of a survey of civic environmental stewardship groups in the Southeast New England Program (SNEP) region, which includes the …",https://research.fs.usda.gov/sites/default/files/2023-12/wo-snep-stewmap-report_final.pdf,https://scholar.google.com/scholar?q=related:h8ixKrtBuSgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,452,TRUE,NA,NA
2,K Chen,A community voice on lead paint: Examining the role of cost-benefit analysis in environmental regulation,2022,Ecology LQ,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/eclawq49&section=18,https://scholar.google.com/scholar?cites=8352718370636265004&as_sdt=2005&sciodt=2007&hl=en,164,2025-09-15,,,2,0.67,2,1,3,"… -fact-sheet-508.pdf (last visited May 31, 2022) (""There is no safe level of lead in blood [for … Cost-benefit analysis, in addition to tools such as EJSCREEN,208 could perhaps prioritize …",https://www.ecologylawquarterly.org/wp-content/uploads/2023/03/49.2_Chen_Internet.pdf,https://scholar.google.com/scholar?q=related:LHanfhrR6nMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,199,TRUE,NA,NA
3,"A Datey, B Kao, R Francisco, ...",Noise footprint of electric aviation at regional airports: A case study of VNY,2023,2023 Integrated …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10124303/,https://scholar.google.com/scholar?cites=4971977252166831381&as_sdt=2005&sciodt=2007&hl=en,153,2025-09-15,,,3,1.5,1,4,2,"… from EJScreen [12], generated at the federal level by the US Environmental Protection Agency (EPA). EJScreen… The study used the latest release from 2022. Regarding land use, zoning …",,https://scholar.google.com/scholar?q=related:FQ262vcCAEUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,383,TRUE,NA,NA
0,"KJ Lynch, E Lamair, E Healey",Climate Policy &Environmental Justice Recommendations for Colorado: Environmental Justice and the Climate Action Plan to Reduce Pollution,2020,,digitalcommons.du.edu,https://digitalcommons.du.edu/law_facpub/465/,,21,2025-09-15,,,0,0,0,3,5,"This report was primarily drafted in the Spring of 2019, as the Colorado Legislature considered, and ultimately enacted, HB 19-1261. Since that time, developments have only …",https://digitalcommons.du.edu/cgi/viewcontent.cgi?article=1465&context=law_facpub,https://scholar.google.com/scholar?q=related:D6JWT826ACAJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2020,ejscreen_1,EJScreen,16,TRUE,NA,NA
0,S Parker,"EPA Shifts To Annual Release Of Air Toxics Data, With New EJ Focus",2021,Inside EPA's Clean Air Report,JSTOR,,,49,2025-09-15,CITATION,,0,0,0,1,4,,,https://scholar.google.com/scholar?q=related:llAE3gQkQ1kJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,333,TRUE,NA,NA
