cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type,publisher_type,publisher_description
3,"M Browning, K Wolf, P Murray-Tuite, L Browning, ...",The value and urgency of transportation forestry,2024,NA,ecoevorxiv.org,https://ecoevorxiv.org/repository/object/7066/download/13518/,https://scholar.google.com/scholar?cites=14600937113372192334&as_sdt=2005&sciodt=2007&hl=en,778,2025-09-15,PDF,NA,3,3,1,5,1,"The community and ecological benefits of trees and forests along roadways and other transportation infrastructutrre are important. Historically, the dialogue surrounding trees in …",https://ecoevorxiv.org/repository/object/7066/download/13518/,https://scholar.google.com/scholar?q=related:Tu5dDvLyoMoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Mentioned/Context,Preprint / working paper servers,EcoEvoRxiv is an open preprint repository for ecology and evolutionary biology
1,"M Cook, D Tremaine, B Wyatt, J Banner, ...",Addressing challenges to ensuring justice and sustainability in policy and infrastructure for Texas water resources in the 21st century,2024,Texas Water …,twj-ojs-tdl.tdl.org,https://twj-ojs-tdl.tdl.org/twj/article/view/7169,https://scholar.google.com/scholar?cites=265080133872396471&as_sdt=2005&sciodt=2007&hl=en,661,2025-09-15,HTML,NA,1,1,0,5,1,"Environmental justice and sustainability have both become major concerns for water resource management, particularly with recent federal emphasis on environmental justice under …",https://twj-ojs-tdl.tdl.org/twj/article/view/7169,https://scholar.google.com/scholar?q=related:tyh6MPrArQMJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Water resources & flooding,Mentioned/Context,Grey literature platforms,Texas Water Journal on TDL OJS; peer‑reviewed OA journal.
0,"M Cooney, S Govindan, R Magyar",New Legacies: Examining the Impacts of Increasing Temperatures and Energy Burdens in America's Legacy Cities,2025,NA,deepblue.lib.umich.edu,https://deepblue.lib.umich.edu/handle/2027.42/196920,NA,713,2025-09-15,NA,NA,0,0,0,3,1,"Extreme heat is increasingly plaguing urban environments, placing vulnerable urban populations at disproportionate risk of heat illness and energy burden. This study investigated …",https://deepblue.lib.umich.edu/bitstream/handle/2027.42/196920/New%20Legacies.pdf?sequence=1,https://scholar.google.com/scholar?q=related:joCBegisdA0J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Climate hazards & risks,Mentioned/Context,University / institutional repositories,"University of Michigan library: ""Our repositories give you safe and permanent access to the work that makes the University of Michigan a leader in research, teaching, learning, and creativity, whether that work is in the form of documents or data."""
0,M Corsi,Environmental Justice Considerations on the Evolve CAPP Project,2023,NA,osti.gov,https://www.osti.gov/servlets/purl/2476107,NA,808,2025-09-15,NA,NA,0,0,0,1,2,"Mitchell Corsi, EIT Page 1 Mitchell Corsi, EIT Virginia Tech 1 Page 2 2 ACKNOWLEDGEMENT This material is based upon work supported by the Department of Energy under Award …",NA,https://scholar.google.com/scholar?q=related:YtNgInvS9JMJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Energy & decarbonization,Mentioned/Context,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
0,"M Corsi, R Bishop",Evaluating Environmental Justice of CORE-CM Advancement in the Central Appalachian Coal Basin using GIS,2024,NA,osti.gov,https://www.osti.gov/servlets/purl/2476114,NA,556,2025-09-15,NA,NA,0,0,0,2,1,"“APPALACHIA is an area of great natural beauty. While some have viewed the area’s natural assets—mountains and valleys, forests and streams, abundance of plant and animal life—…",NA,https://scholar.google.com/scholar?q=related:wJCrOgHar7MJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Energy & decarbonization,Applied,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
0,"M Cuthbertson, M Workman, AB Haney",A Gtco2-Scale Us Greenhouse Gas Removal Sector: The Role of Private Capital &Public Policy in Stabilizing Market Fundamentals,NA,Available at SSRN 4665104,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4665104,NA,735,2025-09-15,NA,NA,0,0,0,3,NA,"Greenhouse gas removals (GGRs) will be essential at GtCO2-scale to offset residual emissions and achieve global net zero by 2050. Engineered GGRs have the greatest long-term, …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4665104,https://scholar.google.com/scholar?q=related:x_LAaUwWn3kJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Energy & decarbonization,Mentioned/Context,Preprint / working paper servers,SSRN is an open-access repository for early-stage research/preprints in social sciences.
0,M Davis,"Impact of Pollution on Marginalized Communities: Case Study of Omaha, Nebraska",2024,NA,digitalcommons.unl.edu,https://digitalcommons.unl.edu/envstudtheses/378/,NA,154,2025-09-15,NA,NA,0,0,0,1,1,"… through the Climate and Economic Justice Screening Tool, … (Climate and Economic Justice Screening Tool 2022). … Omaha is the Climate and Economic Justice Screening Tool. This tool …",https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1375&context=envstudtheses,https://scholar.google.com/scholar?q=related:mSd-cKj5v0sJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Air quality & pollution,Applied,University / institutional repositories,DigitalCommons@Nebraska-Lincoln is UNL’s institutional repository of scholarly content.
2,M Dean,Evaluating COVID-19 in prisons as an environmental justice issue,2022,Ecology L. Currents,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ecolwcur49&section=3,https://scholar.google.com/scholar?cites=14686996328850002823&as_sdt=2005&sciodt=2007&hl=en,462,2025-09-15,NA,NA,2,0.67,2,1,3,"The coronavirus (COVID-19) pandemic has underscored the racial, social, and economic disparities that have long plagued every part of American society-including the health of our …",NA,https://scholar.google.com/scholar?q=related:hxOSllix0ssJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Health & well-being,Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
0,"M Dennis, R Metcalfe, AC Ruiz",BUILDING AND IMPLEMENTING A RESEARCH AGENDA ON TRANSPORTATION DECARBONIZATION,2024,NA,povertyactionlab.org,https://www.povertyactionlab.org/sites/default/files/publication/Transportation_White_Paper_Nov_2024_V2_0.pdf,NA,519,2025-09-15,PDF,NA,0,0,0,3,1,"… Second, it is at or above the threshold for an associated socioeconomic burden (CEJST … Designed to complement CEJST with transportation related causes of disadvantage. Measures …",https://www.povertyactionlab.org/sites/default/files/publication/Transportation_White_Paper_Nov_2024_V2_0.pdf,https://scholar.google.com/scholar?q=related:oNO0D_8gC-MJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Mentioned/Context,Grey literature platforms,The Abdul Latif Jameel Poverty Action Lab (J-PAL) is a nonprofit research organization at MIT;
0,M Di Vitto,Recommendations for Climate Adaptation to Preserve Connecticut Drinking Water Quality and Quantity,2023,NA,search.proquest.com,https://search.proquest.com/openview/82137daa155d3f5fea1eea28b74caa37/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,537,2025-09-15,NA,NA,0,0,0,1,2,"Climate change impacts drinking water both directly and indirectly. Increases in temperature, drought frequency, and precipitation are among the climate impacts which currently and …",https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=2240&context=ysphtdl,https://scholar.google.com/scholar?q=related:NzqUAQuV5MoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Water resources & flooding,Mentioned/Context,University / institutional repositories,"ProQuest is a global information-content company providing subscription-based access to academic databases, dissertations, and journals."
16,M Elder,Optimistic Prospects for US Climate Policy in the Biden Administration,2022,NA,JSTOR,https://www.jstor.org/stable/pdf/resrep30503.pdf,https://scholar.google.com/scholar?cites=3556864096558858329&as_sdt=2005&sciodt=2007&hl=en,516,2025-09-15,BOOK,NA,16,5.33,16,1,3,… The CEQ is required to create a “geospatial Climate and Economic Justice Screening Tool” within 6 months and publish related interactive maps to help assess the environmental …,https://www.iges.or.jp/en/publication_documents/pub/briefing/en/11202/BN_Biden+Climate+Policy_Elder_formatted_20210225_final.pdf,https://scholar.google.com/scholar?q=related:WUC7_QyFXDEJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Grey literature platforms,"JSTOR (part of non-profit ITHAKA) is a digital library/archive of scholarly journals and books. Digital library/aggregator, not the original publisher."
0,"M Fanucci, J Chan",Cascade Gateway Advanced Border Information System (ABIS) Design Project,2025,NA,rosap.ntl.bts.gov,https://rosap.ntl.bts.gov/view/dot/82693,NA,139,2025-09-15,NA,NA,0,0,0,2,1,"… Table 2 provides the project’s census tract information, per the Climate and Economic Justice Screening Tool (CEJST) and the USDOT Equitable … Not disadvantaged per CEJST. …",https://rosap.ntl.bts.gov/view/dot/82693/dot_82693_DS1.pdf,https://scholar.google.com/scholar?q=related:BmKwV_jIAHAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Applied,Government repositories,ROSAP is the National Transportation Library’s Repository & Open Science Access Portal (U.S. DOT).
0,M Fleurantin,Justice40 and CEJST Training by WE ACT TCTAC Region 2,2024,NA,policycommons.net,https://policycommons.net/artifacts/11320873/we-act-thriving-communities-technical-assistance-center-tctac-epa-region-2/12206587/,NA,87,2025-09-15,NA,NA,0,0,0,1,1,"… and the Climate and Economic Justice Screening Tool (CEJST). It … The training also includes a tutorial on using the CEJST to … Furthermore, it provides guidance on incorporating CEJST …",NA,https://scholar.google.com/scholar?q=related:7aII0yT2OJIJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Community engagement & knowledge,Applied,Grey literature platforms,"Policy Commons is an aggregator of policy research from think tanks, NGOs and government"
0,"M Greenberg, H Mayer, D Kosson, ...",Using New Online Databases to Identify Environmental Justice Issues,2023,… Health Literacy Update …,intechopen.com,https://www.intechopen.com/chapters/1143169,NA,68,2025-09-15,HTML,NA,0,0,0,4,2,"… In early 2022, the Council on Environmental Quality (CEQ) [4] released an initial version of its Climate and Economic Justice Screening Tool (CEJST) that was developed to provide a …",https://www.intechopen.com/chapters/1143169,https://scholar.google.com/scholar?q=related:2G9gPUx2NAwJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Preprint / working paper servers,"EarthArXiv is an open-access preprint server for Earth and planetary sciences. It hosts preprints (unpeer-reviewed scholarly papers) in all Earth science domains, allowing rapid, free dissemination of research prior to journal publication"
1,"M Gutierrez-Graudins, GP Macey",Coastal justice: lessons from the frontlines,2023,Geo. Wash. J. Energy &Env't L.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/gwjeel14&section=13,https://scholar.google.com/scholar?cites=16519591090753851256&as_sdt=2005&sciodt=2007&hl=en,84,2025-09-15,NA,NA,1,0.5,1,2,2,"… ""through analytic approaches beyond the Council on Environmental Quality's eight combinatory criteria released in support of its Climate and Economic Justice Screening Tool (eg, …",NA,https://scholar.google.com/scholar?q=related:eE8Xj5JgQeUJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Water resources & flooding,Critiqued,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
1,"M Gutiérrez-Graudiņš, GP Macey",Coastal Justice: Lessons from the Frontlines,2023,Marcela Gutiérrez-Graudinš and …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4548772,https://scholar.google.com/scholar?cites=10729335950996283763&as_sdt=2005&sciodt=2007&hl=en,217,2025-09-15,NA,NA,1,0.5,1,2,2,"… ” through analytic approaches beyond the Council on Environmental Quality’s eight combinatory criteria released in support of its Climate and Economic Justice Screening Tool (eg, …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4548772,https://scholar.google.com/scholar?q=related:cyH2cjNC5pQJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Water resources & flooding,Critiqued,Preprint / working paper servers,SSRN is an open-access repository for early-stage research/preprints in social sciences.
5,"M Habets, SL Cutter",A community resilience index for place‐based actionable metrics,2025,Risk Analysis,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.17684,https://scholar.google.com/scholar?cites=18148209137400800699&as_sdt=2005&sciodt=2007&hl=en,259,2025-09-15,NA,10.1111/risa.17684,5,5,3,2,1,Community resilience measurement to natural hazards is becoming increasingly relevant due to the growth of federal programs and local and state resilience offices in the United States…,https://onlinelibrary.wiley.com/doi/pdf/10.1111/risa.17684,https://scholar.google.com/scholar?q=related:u-VFoA5k2_sJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Climate hazards & risks,Mentioned/Context,Commercial academic publishers,Wiley is a for-profit global academic publisher.
0,M Herbertson,European Union place-based policies: contrasts and similarities to the US experience,NA,nber.org,NA,https://www.nber.org/system/files/chapters/c15060/revisions/c15060.rev0.pdf,NA,770,2025-09-15,PDF,NA,0,0,0,1,NA,The European place-based policy framework was established in the European Treaties and has a current budget of $60-70 billion per year. This paper identifies key features and …,https://www.nber.org/system/files/chapters/c15060/revisions/c15060.rev0.pdf,https://scholar.google.com/scholar?q=related:cUUQF8c4P2sJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Economy, labor & development",Mentioned/Context,NA,NA
0,"M Johnson, DA Gore, E Webb",Analyzing considerations of environmental justice through nuclear communities of perspective,2025,Sociological Spectrum,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/02732173.2025.2516467,NA,586,2025-09-15,NA,10.1080/02732173.2025.2516467,0,0,0,3,1,"This study focuses on how respondents to the December 2021 Department of Energy Request for Information, “Using a Consent-Based Siting Process to Identify Federal Interim Storage …",NA,https://scholar.google.com/scholar?q=related:u4Y7_vkl4f8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Commercial academic publishers,For-profit academic publisher of journals and books.
0,M Kaul,Justice in Climate Solutions: Examining Policy Pathways for Achieving a Just and Inclusive Energy Transition,2025,NA,search.proquest.com,https://search.proquest.com/openview/b61ace340b1e4aeb249078278e4155f6/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,244,2025-09-15,NA,NA,0,0,0,1,1,The clean energy transition is more than just a means for climate change mitigation. It represents an opportunity to transform energy systems while contributing to a more just and …,NA,https://scholar.google.com/scholar?q=related:N-po6DSAIfcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Energy & decarbonization,Mentioned/Context,University / institutional repositories,"ProQuest is a global information-content company providing subscription-based access to academic databases, dissertations, and journals."
0,"M Ketabchy, KL Brubaker",Human Exposure to Stormwater Pollution across the United States,2024,AGU Fall Meeting Abstracts,ui.adsabs.harvard.edu,https://ui.adsabs.harvard.edu/abs/2024AGUFMH53X...06K/abstract,NA,108,2025-09-15,NA,NA,0,0,0,2,1,This study underscores the critical importance of understanding stormwater pollution in the context of disadvantaged communities across the United States. Our study employs the …,NA,https://scholar.google.com/scholar?q=related:-DT1D_MI_FgJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Water resources & flooding,Mentioned/Context,Scholarly society / association publishers,SAO/NASA Astrophysics Data System (ADS) is a NASA-funded digital library for astronomy/physics papers.
0,"M Maleki, J Smith-Colin",Transportation Research Interdisciplinary Perspectives,NA,researchgate.net,NA,https://www.researchgate.net/profile/Mohammad-Maleki-39/publication/389098557_How_do_transportation_barriers_affect_healthcare_visits_Using_mobile-based_trajectory_data_to_inform_health_equity/links/67b51556461fb56424df8b48/How-do-transportation-barriers-affect-healthcare-visits-Using-mobile-based-trajectory-data-to-inform-health-equity.pdf,NA,459,2025-09-15,PDF,NA,0,0,0,2,NA,"… For instance, data from the ETC Explorer and CEJST tools are provided at the census tract level, while … Transportation cost burden Transportation cost burden calculated by CEJST tool …",https://www.researchgate.net/profile/Mohammad-Maleki-39/publication/389098557_How_do_transportation_barriers_affect_healthcare_visits_Using_mobile-based_trajectory_data_to_inform_health_equity/links/67b51556461fb56424df8b48/How-do-transportation-barriers-affect-healthcare-visits-Using-mobile-based-trajectory-data-to-inform-health-equity.pdf,https://scholar.google.com/scholar?q=related:MxmGIWl_X0EJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Mentioned/Context,NA,NA
6,"M Maleki, J Smith-Colin",How do transportation barriers affect healthcare visits? Using mobile-based trajectory data to inform health equity,2025,Transportation Research Interdisciplinary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2590198225000247,https://scholar.google.com/scholar?cites=18010009261170488464&as_sdt=2005&sciodt=2007&hl=en,468,2025-09-15,HTML,NA,6,6,3,2,1,"Transportation barriers to healthcare access are a critical issue, leading to unmet healthcare needs for millions of Americans each year, particularly among disadvantaged groups. …",https://www.sciencedirect.com/science/article/pii/S2590198225000247,https://scholar.google.com/scholar?q=related:kPSPfQBo8PkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Mentioned/Context,Commercial academic publishers,For-profit multinational academic publisher.
0,M Manjarrez,From Community Science to Community Justice: Protecting Data Usability in Community Air Quality Monitoring Networks,2023,Rich. Pub. Int. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/richlapin27&section=37,NA,502,2025-09-15,NA,NA,0,0,0,1,2,"… According to the federal government's Climate and Economic Justice Screening Tool, a community is disadvantaged if they are ""at or above the 90th percentile"" for ""PM 2.5 in the air.""…",https://scholarship.richmond.edu/cgi/viewcontent.cgi?article=1599&context=pilr,https://scholar.google.com/scholar?q=related:NbWYQO6w37YJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Air quality & pollution,Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
64,"M Manware, R Dubrow, D Carrión, Y Ma, K Chen",Residential and race/ethnicity disparities in heat vulnerability in the United States,2022,GeoHealth,Wiley Online Library,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2022GH000695,https://scholar.google.com/scholar?cites=17613840823576508202&as_sdt=2005&sciodt=2007&hl=en,54,2025-09-15,NA,10.1029/2022GH000695,64,21.33,13,5,3,… We compared mean HVI scores for CEJST “disadvantaged” and “non-disadvantaged” … among HOLC-grade specific census tract strata by CEJST disadvantaged community status. …,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2022GH000695,https://scholar.google.com/scholar?q=related:KjeNK-jucPQJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Climate hazards & risks,Applied,Commercial academic publishers,Wiley is a for-profit global academic publisher.
7,"M Meenar, J Pánek, J Kitson, A York",Mapping the emotional landscapes of parks in post-industrial communities enduring environmental injustices: Potential implications for biophilic city planning,2025,Cities,Elsevier,https://www.sciencedirect.com/science/article/pii/S0264275124009065,https://scholar.google.com/scholar?cites=4591856846484208461&as_sdt=2005&sciodt=2007&hl=en,133,2025-09-15,HTML,NA,7,7,2,4,1,"The conceptual basis for urban greening often lies in the biophilic urbanism paradigm, which emphasizes the importance of people's innate emotional connections to nature for their well…",https://www.sciencedirect.com/science/article/pii/S0264275124009065,https://scholar.google.com/scholar?q=related:TfsiInmNuT8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Natural environment, resources & ecosystems",Mentioned/Context,Commercial academic publishers,For-profit multinational academic publisher.
